A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
246,Es,99,6537 300,2773 224,*,224 11775,251 14857,224
246,Fm,100,8070 195,3466 201,*,182 10306,208 14845,115
246,Md,101,7229 401,1361 324,*,328 11592,337 17014,332
0247,Pu,94,4359 196,*,196 13928,358 10770,357 *,
247,Am,95,5912 102,5531 101,1425 102,14686 101,12211 100,9598 314
247,Cm,96,5155 14,3 78,6750 18,6139 115,14343 48,4 06
247,Bk,97,6548 72,60 23,4416 38,5 26,10447 207,15195 79
247,Cf,98,6057 71,15 41,5152 03,61 95,*,87 15
247,Es,99,7394 224,2800 87,19 50,*,98 19,59 11964
247,Fm,100,6588 116,3517 251,*,230 10511,215 15841,115
247,Md,101,8249 332,1541 208,*,284 11835,289 15557,275
0248,Am,95,4662 224,5834 280,264 207,15879 201,12249 200,10319 361
248,Cm,96,6211 71,3 97,7049 100,4505 10,8 80,13110 18
248,Bk,97,5481 71,4742 71,9068 248,16174 71,11940 71,11826 71
248,Cf,98,6937 21,16 17,5540 52,7 18,13383 224,13981 85
248,Es,99,6350 56,3094 54,*,52 11778,52 14132,52
248,Fm,100,7846 115,3969 50,21 22,*,224 10396,200 14159
248,Md,101,6860 315,1814 264,*,238 11825,307 16428,310
248,No,102,*,305 *,15217 343,10212 379,16080 297,
0249,Am,95,5530 359,*,300 14707,357 12573,298 *,
249,Cm,96,4713 37,0 25,7101 200,2768 49,6 62,14308 100
249,Bk,97,6305 71,4835 34,2 58,7386 201,15024 05,3 81
249,Cf,98,5586 54,5 05,5646 71,12059 279,14944 03,5 18
249,Es,99,7196 60,3352 31,*,34 11949,30 12854,67
249,Fm,100,6449 99,10 47,4069 53,*,61 20,41 10483
249,Md,101,7987 311,1955 201,*,231 11907,201 14978,301
249,No,102,6910 358,2655 366,*,348 10531,381 17240,280
0250,Cm,96,5832 42,10 00,7403 298,1082 65,12 94,13138 200
250,Bk,97,4967 72,3 65,5089 69,4 33,5680 301,16268 03
250,Cf,98,6623 71,1 32,5964 96,1 37,10393 201,13801 71
250,Es,99,6021 104,3786 100,*,100 11986,101 13382,100
250,Fm,100,7518 26,9 97,4392 31,*,53 10357,91 20
250,Md,101,6673 362,2178 301,*,301 11822,322 15698,302
250,No,102,8290 344,2957 284,*,311 10491,288 15538,231
0251,Cm,96,4412 89,24 83,*,10 27,32 14255,299 10949
251,Bk,97,5793 28,11 25,5050 55,14 72,3738 73,21 75
251,Cf,98,5106 69,3 88,6103 93,5 15,8714 115,14999 44
251,Es,99,6784 100,3947 08,6 06,13216 298,15500 30,5 99
251,Fm,100,6189 64,17 13,4560 101,*,34 10519,54 14362
251,Md,101,7735 302,2394 47,20 50,*,36 19,91 11932
251,No,102,6786 231,3070 322,*,231 10565,264 16598,115
251,Lr,103,*,359 *,16657 408,11971 373,16227 381,
0252,Cm,96,5663 299,*,298 *,10816 422,*,
252,Bk,97,4765 200,5402 201,1976 239,16256 200,12648 200,11077 359
252,Cf,98,6171 72,4 07,6482 37,10 80,6836 81,9 57
252,Es,99,5288 98,50 41,4129 37,50 17,11442 243,16835 03
252,Fm,100,7209 61,16 17,4985 62,8 03,*,100 10505
252,Md,101,6528 132,2732 131,*,131 11855,131 14982,134
252,No,102,8049 115,3384 29,21 08,*,301 10503,201 14998
252,Lr,103,7062 381,1401 264,*,311 11819,367 17151,311
0253,Bk,97,5677 411,5416 467,244 360,14991 360,12803 359,*
253,Cf,98,4804 37,3 54,6522 200,5057 17,8 10,14784 36
253,Es,99,6355 40,50 07,4313 05,2 58,9565 202,15586 33
253,Fm,100,5541 20,6 05,5237 85,50 14,14211 410,15544 27
253,Md,101,7409 134,2932 32,*,35 11965,32 13594,105
253,No,102,6584 01,11 54,3441 131,*,80 20,14 10592
253,Lr,103,8233 312,1585 202,*,232 11876,285 15591,362
253,Rf,104,*,474 *,16540 507,*,456,
0254,Bk,97,4607 467,*,314 16048,422 12609,299 *,
254,Cf,98,6031 48,11 76,6876 359,3381 95,14 98,13518 200
254,Es,99,5091 26,3 95,4599 94,5 79,7881 301,16666 78
254,Fm,100,6514 26,3 52,5396 71,2 31,12296 283,14318 98
254,Md,101,5791 105,3182 100,*,100 12363,101 14587,100
254,No,102,7706 70,11 84,3738 33,*,131 10620,66 21
254,Lr,103,6775 363,1776 301,*,301 11886,322 16551,302
254,Rf,104,8430 498,2666 348,*,370 10335,411 15996,306
0255,Cf,98,4603 201,6873 359,1998 201,14592 411,11139 283,11400 359
255,Es,99,5972 64,11 43,4541 10,15 63,5858 03,20 74
255,Fm,100,5174 46,4 66,5479 91,5 66,10530 115,15499 92
255,Md,101,6681 100,3348 69,6 87,14750 359,16208 14,7 08
255,No,102,5987 43,17 76,3935 101,*,35 11161,131 15638
255,Lr,103,7996 302,2065 02,20 16,*,37 19,00 11939
255,Rf,104,6940 306,2831 322,*,232 10457,264 17105,115
255,Db,105,*,457 *,16747 545,*,431,
0256,Cf,98,5840 373,*,315 13358,433 10976,477 *,
256,Es,99,4974 101,4911 224,4560 130,16556 101,12749 100,11905 373
256,Fm,100,6384 15,6 75,5891 43,12 01,8735 23,18 70
256,Md,101,5458 123,3632 123,13042 269,17264 123,12974 123,14092 123
256,No,102,7056 49,16 80,4309 98,10 06,*,100 11513
256,Lr,103,6272 02,84 77,2349 61,84 23,*,06 83
256,Rf,104,8179 116,3014 22,25 14,*,302 10511,203 15509
256,Db,105,7166 432,1120 266,*,371 11805,475 17569,314
0257,Es,99,5855 423,4926 517,3262 413,15305 457,12926 411,10657 508
257,Fm,100,4968 10,6 35,5886 100,7276 39,11 70,15211 57
257,Md,101,6534 123,3782 73,5 79,11214 203,15904 21,4 42
257,No,102,5646 12,10 12,4498 123,*,99 9,28 11659
257,Lr,103,7152 94,2446 45,*,47 12806,45 14859,109
257,Rf,104,6426 94,20 85,3169 14,83 61,*,93 20
257,Db,105,8363 314,1304 204,*,233 11872,348 15982,363
0258,Es,99,4773 574,*,413 16372,509 12757,448 *,
258,Fm,100,6235 200,6266 457,5915 203,13950 224,11201 201,11263 283
258,Md,101,5377 58,4 48,4192 21,6 24,10110 305,16910 78
258,No,102,6841 100,4804 100,13766 425,14732 158,11499 100,13324 100
258,Lr,103,5955 111,2754 102,*,102 12839,103 15586,102
258,Rf,104,7596 71,33 73,3613 55,*,24 88,85 11257
258,Db,105,6481 367,1358 306,*,306 12332,326 17496,306
258,Sg,106,*,460 *,15456 477,10515 547,16560 428,
0259,Fm,100,4793 347,6287 490,4658 292,15012 499,11381 300,12310 423
259,Md,101,6134 200,4091 283,8367 207,15745 200,13001 200,12084 224
259,No,102,5470 100,4897 19,7 78,12441 115,15796 32,6 67
259,Lr,103,7002 124,2915 123,*,71 12894,71 14042,142
259,Rf,104,6050 79,3709 125,*,85 11480,110 16187,73
259,Db,105,7877 310,1638 99,61 93,*,39 54,13 12633
259,Sg,106,6795 428,2566 326,*,233 10885,266 17944,116
0260,Fm,100,6010 519,*,478 13774,591 11226,598 *,
260,Md,101,5144 374,4441 424,7121 330,16836 374,12826 316,12795 519
260,No,102,6538 200,5301 283,10936 201,14636 200,11483 200,12668 200
260,Lr,103,5646 143,3091 124,15047 275,17510 159,12894 124,14930 124
260,Rf,104,7287 213,3994 212,*,225 11346,205 14546,200
260,Db,105,6390 107,1978 118,*,98 12670,94 16654,103
260,Sg,106,8043 117,2732 43,56 88,*,306 11205,204 16327
260,Bh,107,*,271 *,18791 480,*,318,
0261,Md,101,6045 599,4476 669,5730 521,15585 582,13016 547,11523 648
261,No,102,5228 283,5386 374,9550 201,15542 283,11632 200,13675 283
261,Lr,103,6790 235,3343 283,13575 289,16190 200,12944 224,13518 200
261,Rf,104,5900 206,4247 134,*,87 11400,114 15487,112
261,Db,105,7436 144,2128 228,*,132 12831,115 15172,150
261,Sg,106,6613 83,27 62,2957 95,*,83 56,17 11072
261,Bh,107,8261 322,703 210,*,238 12754,462 16983,370
0262,Md,101,5023 714,*,520 16572,663 12787,575 *,
262,No,102,6425 412,5766 624,8265 362,14260 480,11341 413,12043 459
262,Lr,103,5528 283,3642 283,12440 365,17201 283,12887 200,14124 283
262,Rf,104,6997 229,4454 300,*,256 11405,235 13960,224
262,Db,105,6126 181,2354 152,*,246 12755,160 16048,160
262,Sg,106,7710 59,39 94,3231 116,*,99 11238,81 63
262,Bh,107,6663 370,753 306,*,306 12886,327 18197,310
0263,No,102,5043 608,5787 700,7061 499,15262 706,11441 583,13010 655
263,Lr,103,6444 347,3661 459,10767 416,15985 347,12981 347,12824 424
263,Rf,104,5708 271,4635 252,14922 198,15909 252,11343 197,14790 252
263,Db,105,7214 221,2571 280,*,176 12828,261 14481,209
263,Sg,106,6247 101,3352 172,*,145 11382,133 16690,221
263,Bh,107,8117 432,1159 307,*,305 12812,305 16470,319
263,Hs,108,*,330 *,17256 244,11219 275,18777 127,
0264,No,102,6190 767,*,655 14094,774 11296,780 *,
264,Lr,103,5424 520,4041 656,9681 471,16986 566,12786 480,13445 670
264,Rf,104,6750 392,4941 458,13487 362,14686 412,11383 412,13268 412
264,Db,105,5821 289,2683 281,*,325 12907,241 15450,309
264,Sg,106,7480 298,3618 329,*,317 11338,304 15110,287
264,Bh,107,6510 353,1422 201,*,181 12917,178 17396,209
264,Hs,108,8186 129,2222 306,*,307 11294,211 17204,58 34
0265,Lr,103,6215 699,4066 805,8182 595,15815 734,12996 655,12253 741
265,Rf,104,5458 510,4976 566,12210 361,15672 458,11452 412,14235 510
265,Db,105,6950 325,2883 424,16195 504,16438 271,12954 316,14028 300
265,Sg,106,6059 308,3856 265,*,208 11405,188 16048,255
265,Bh,107,7714 293,1656 367,*,252 12913,236 15808,274
265,Hs,108,6734 26,37 51,2446 179,*,306 11223,307 18180
265,Mt,109,*,452 *,17711 468,*,545,
0266,Lr,103,4683 800,*,606 17322,830 13357,762 *,
266,Rf,104,6685 592,5446 720,11060 471,14410 640,11211 548,12593 678
266,Db,105,5818 361,3242 458,15225 417,17371 458,12845 322,14654 400
266,Sg,106,7248 274,4154 332,*,340 11371,297 14508,289
266,Bh,107,6382 285,1979 204,*,326 12778,188 16640,234
266,Hs,108,7835 23,45 50,2568 237,*,182 11504,307 16592
266,Mt,109,6787 546,227 308,*,308 13148,331 19112,432
0267,Rf,104,4703 742,5467 819,9209 582,15922 793,11931 721,14080 824
267,Db,105,6734 500,3291 625,13717 650,16095 548,12861 548,13344 600
267,Sg,106,5883 355,4220 382,18074 290,16034 340,11308 348,15375 443
267,Bh,107,7410 309,2141 359,*,290 12848,386 15051,353
267,Hs,108,6555 103,2740 189,*,253 11459,201 17517,299
267,Mt,109,8242 589,634 504,*,503 13092,504 17380,533
267,Ds,110,*,335 *,17912 471,*,138,
0268,Rf,104,6040 877,*,721 14564,883 12106,859 *,
268,Db,105,5084 671,3671 781,12089 578,17696 707,13236 640,14475 761
268,Sg,106,7075 535,4561 625,16847 558,14776 548,11183 520,13758 592
268,Bh,107,6031 463,2288 460,*,453 12876,401 15970,442
268,Hs,108,7894 299,3225 386,*,327 11279,367 15682,309
268,Mt,109,6711 554,791 252,*,236 13115,234 18382,330
268,Ds,110,8303 330,1432 586,*,430 11834,543 18394,302
0269,Db,105,5985 818,3616 910,10222 777,16415 848,13936 780,13173 854
269,Sg,106,5110 594,4588 642,15072 365,16399 550,11890 461,15333 594
269,Bh,107,7400 534,2613 600,*,454 12724,447 14388,469
269,Hs,108,6337 309,3532 401,*,290 11323,205 16593,275
269,Mt,109,7852 519,749 543,*,473 13098,465 16912,491
269,Ds,110,6885 303,1605 235,*,504 11737,308 19344,74 49
0270,Db,105,4913 877,*,640 17542,905 13727,843 *,
270,Sg,106,6343 665,4946 836,13187 559,15140 768,12281 693,13693 800
270,Bh,107,5323 472,2825 464,*,550 13284,385 15798,503
270,Hs,108,7523 277,3654 449,*,455 11211,361 14953,357
270,Mt,109,6731 494,1142 211,*,331 12922,195 17591,313
270,Ds,110,8227 74,57 36,1981 466,*,238 11751,505 17672
0271,Sg,106,4805 808,4839 850,11191 593,16320 855,12560 789,14928 884
271,Bh,107,6376 505,2859 695,*,552 13984,627 14506,673
271,Hs,108,5444 374,3775 401,*,467 11798,473 16585,546
271,Mt,109,7681 371,1301 413,*,353 13135,435 15941,504
271,Ds,110,6802 108,2052 196,*,473 11661,252 18764,300
0272,Sg,106,6248 934,*,836 14984,954 12296,958 *,
272,Bh,107,5203 675,3257 791,13984 581,18009 770,13891 644,15288 819
272,Hs,108,6805 582,4204 658,*,585 12393,632 14890,627
272,Mt,109,5591 587,1448 560,*,545 13882,501 17750,613
272,Ds,110,8004 424,2375 528,*,446 11509,620 17097,431
272,Rg,111,*,253 *,18806 238,12802 236,19050 519,
0273,Sg,106,4634 884,*,520 *,12575 796,*,
273,Bh,107,6228 873,3236 1004,12062 869,16587 906,14006 888,13973 927
273,Hs,108,5188 629,4188 646,*,555 12528,466 16046,667
273,Mt,109,6940 645,1583 663,*,508 14464,491 16133,512
273,Ds,110,5730 434,2515 503,*,356 12509,216 18890,282
273,Rg,111,8150 576,609 669,*,535 12881,529 17631,553
0274,Bh,107,5023 928,3625 797,10932 644,17812 955,13788 852,*
274,Hs,108,6476 697,4436 910,*,795 12429,723 14375,832
274,Mt,109,5538 552,1934 510,*,621 14370,451 16971,546
274,Ds,110,7230 411,2804 576,*,622 12961,510 17104,479
274,Rg,111,6153 555,1031 222,*,449 13529,202 19159,375
0275,Bh,107,6062 859,*,790 16384,780 13974,940 *,
275,Hs,108,4938 834,4351 853,*,908 12694,792 15685,935
275,Mt,109,6488 548,1946 725,*,557 14686,660 15686,676
275,Ds,110,5704 566,2970 542,*,590 12848,635 18205,655
275,Rg,111,7389 548,1191 648,*,536 14145,663 17361,710
0276,Hs,108,6405 956,4694 961,12067 961,15315 976,12516 1024,13914 907
276,Mt,109,5585 677,2594 792,*,795 14289,646 16328,873
276,Ds,110,7095 684,3576 689,*,652 12693,693 16298,660
276,Rg,111,5881 815,1368 751,*,739 13995,643 18420,759
276,Cn,112,*,790 *,16450 622,12522 795,17643 611,
0277,Hs,108,4864 928,*,560 16513,805 12675,822 *,
277,Mt,109,6418 878,2606 1028,*,913 14346,916 14933,934
277,Ds,110,5472 669,3463 656,*,568 12759,522 17301,705
277,Rg,111,7220 816,1493 755,*,662 14004,649 16738,629
277,Cn,112,6021 613,2373 645,*,538 12654,228 18852,415
0278,Mt,109,5304 935,3046 824,13153 648,18161 977,13980 855,15691 861
278,Ds,110,6831 733,3876 938,*,820 12416,752 15408,857
278,Rg,111,5892 630,1912 524,*,654 13816,544 17335,550
278,Cn,112,7542 460,2694 679,*,766 12501,679 17014,600
278,Ed,113,*,233 *,19247 624,*,550,
0279,Mt,109,6311 912,*,966 16714,859 14074,1007 *,
279,Ds,110,5326 865,3899 862,*,920 12675,800 16487,963
279,Rg,111,6814 552,1895 753,*,570 14097,691 16106,678
279,Cn,112,5974 632,2776 580,*,692 12408,777 18135,713
279,Ed,113,7721 723,982 824,*,713 13751,918 17399,940
0280,Ds,110,6677 983,4264 1027,*,997 12416,1048 14674,950
280,Rg,111,5960 678,2529 800,*,820 13610,656 16564,878
280,Cn,112,7405 741,3367 719,*,684 12223,781 16202,698
280,Ed,113,6170 805,1179 607,*,593 13601,424 18449,656
0281,Ds,110,5161 972,*,16646 884,12560 849,*,
281,Rg,111,6660 965,2512 1121,*,1003 13780,1019 15208,1017
281,Cn,112,5748 700,3155 658,*,572 12366,527 17285,735
281,Ed,113,7402 500,1175 656,*,546 13742,530 16939,466
0282,Rg,111,5568 1038,2920 874,*,1018 13538,886 15951,935
282,Cn,112,7115 762,3610 1039,*,844 12065,780 15496,888
282,Ed,113,6156 469,1583 529,*,686 13559,582 17597,555
0283,Rg,111,6591 956,*,16560 906,13624 1046,*,
283,Cn,112,5561 895,3603 893,*,1009 12464,808 16612,989
283,Ed,113,7090 566,1558 788,*,583 13874,728 16467,688
0284,Cn,112,7012 1009,4024 1065,*,1038 12112,1139 14761,992
284,Ed,113,6187 689,2184 809,*,846 13436,660 16941,966
284,Fl,114,*,787 *,15907 748,11975 721,16548 762,
0285,Cn,112,5443 993,*,16604 907,12237 875,*,
285,Ed,113,6932 968,2104 1140,*,1011 13619,1040 15577,1039
285,Fl,114,5990 763,2877 662,*,585 12142,532 17673,763
0286,Ed,113,5787 1040,2448 877,*,1039 13393,895 16380,957
286,Fl,114,7301 764,3247 1040,*,846 11930,788 15934,895
0287,Ed,113,6840 978,*,16783 929,13564 1084,*,
287,Fl,114,5772 897,3231 896,*,1012 12345,811 17174,1011
287,Ef,115,*,790 *,17603 587,13838 789,16950 691,
0288,Fl,114,7102 1011,3492 1084,*,1039 12176,1140 15515,994
288,Ef,115,6196 693,1591 813,*,848 13632,663 17686,969
0289,Fl,114,5549 995,*,17030 931,12414 878,*,
289,Ef,115,7176 970,1665 1141,*,1013 13757,1042 16298,1041
289,Lv,116,*,728 *,17343 660,*,821,
0290,Ef,115,5844 1042,1960 879,*,1040 13685,898 17295,979
290,Lv,116,7401 823,2757 1044,*,850 12167,793 16772,899
0291,Ef,115,6975 1024,*,17137 978,13812 1124,*,
291,Lv,116,5882 900,2795 899,*,1014 12481,814 17992,1012
291,Eh,117,*,888 *,17983 771,*,800,
0292,Lv,116,7217 1012,3038 1125,*,1040 12439,1142 16323,995
292,Eh,117,6296 895,1101 907,*,940 13912,831 18556,1050
0293,Lv,116,5644 996,*,17389 979,12639 881,*,
293,Eh,117,7262 1051,1146 1143,*,1016 14051,1045 17137,1044
293,Ei,118,*,970 *,17783 919,*,963,
0294,Eh,117,5935 1045,1437 882,*,1041 13998,900 18177,1025
294,Ei,118,7481 966,2210 1047,*,942 12527,890 17722,903
0295,Ei,118,6022 925,2298 922,*,1035 12801,929 18917,1032
