A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
89,Zr,40,9318 01,6 22,7865 51,3 43,26615 298,8853 62
89,Nb,41,12522 94,63 38,4285 31,24 24,34765 361,9432 73
89,Mo,42,10399 71,5 47,6130 32,58 94,*,36 7
89,Tc,43,13784 85,149 09,1997 27,5 40,*,77 4
89,Ru,44,11992 423,3868 333,*,298 1826,423 11496,298
89,Rh,45,17072 538,1190 200,*,538 1226,538 11356,469
90,As,33,2603 499,14890 565,38034 400,9518 565,7612 500,6434 640
90,Se,34,4879 14,329 77,16291 445,30147 91,329 76,5630 383
90,Br,35,3797 35,4 68,12296 88,5 01,22493 76,3 72
90,Kr,36,6494 78,2 84,13973 96,3 76,13813 29,1 87
90,Rb,37,5723 33,8 46,10117 59,6 83,3297 12,7 28
90,Sr,38,7810 43,2 13,11524 71,5 83,5775 62,4 06
90,Y,39,6857 03,0 10,7574 02,1 61,15769 37,1 91
90,Zr,40,11968 29,3 08,8353 15,1 61,23888 74,3 73
90,Nb,41,10107 63,23 86,5074 93,4 53,30962 300,11678 16
90,Mo,42,13228 89,5 22,6836 26,23 88,40463 400,6711 89
90,Tc,43,11401 16,3 95,2998 72,4 04,*,66 3
90,Ru,44,14695 298,4777 92,5 34,*,33 149,09 2329
90,Rh,45,13910 469,728 423,*,424 1315,500 11637,300
90,Pd,46,*,538 *,7861 565,*,565,
91,Se,34,2851 22,544 38,16539 589,33071 80,433 18,6929 526
91,Br,35,5178 31,4 88,12596 05,329 77,25244 00,3 99
91,Kr,36,4086 03,2 91,14262 64,4 03,16921 60,2 24
91,Rb,37,6451 95,10 14,10074 76,8 02,8892 96,8 33
91,Sr,38,5775 12,5 85,11576 49,8 47,1443 11,8 29
91,Y,39,7928 55,2 45,7692 14,2 81,10364 65,3 00
91,Zr,40,7194 35,0 15,8690 47,1 61,19655 74,2 22
91,Nb,41,12047 80,4 42,5154 44,2 93,28068 298,8948 37
91,Mo,42,10107 64,7 13,6836 27,7 07,36279 401,9127 19
91,Tc,43,13333 28,2 58,3103 11,4 19,*,09 4
91,Ru,44,11427 35,4 34,4804 11,2 45,*,83 4
91,Rh,45,14941 423,975 298,*,422 634,423 8758,333
91,Pd,46,14292 566,1519 500,*,539 4206,566 14056,500
92,Se,34,4215 589,17116 565,36144 400,5317 565,4939 499,7348 565
92,Br,35,3196 83,7 58,12941 65,433 20,28583 69,11 33
92,Kr,36,5866 67,3 51,14951 00,4 46,19689 71,2 70
92,Rb,37,5098 72,9 82,11087 44,6 52,11680 85,6 38
92,Sr,38,7286 75,6 36,12411 29,8 51,3941 22,3 43
92,Y,39,6536 51,9 31,8453 54,10 62,5890 80,9 64
92,Zr,40,8634 78,0 09,9396 70,1 84,14157 83,2 72
92,Nb,41,7886 61,3 43,5846 70,1 78,23454 20,4 73
92,Mo,42,12671 07,6 24,7459 55,2 93,32229 300,6563 75
92,Tc,43,11010 36,3 90,4005 84,6 97,41795 500,11957 62
92,Ru,44,14132 70,3 51,5603 53,3 60,*,29 2
92,Rh,45,12501 298,2048 23,4 91,*,51 5,75 125
92,Pd,46,16721 500,3299 423,*,424 3855,469 9327,423
92,Ag,47,*,641 *,13290 640,*,617,
93,Br,35,4728 74,430 87,13455 588,31336 93,430 94,8400 70
93,Kr,36,3437 99,3 69,15192 16,7 16,22986 04,2 56
93,Rb,37,5918 78,9 93,11139 55,8 28,14592 94,7 97
93,Sr,38,5289 79,8 29,12602 37,9 72,6721 23,7 56
93,Y,39,7481 98,13 90,8648 77,11 03,621 05,10 54
93,Zr,40,6734 32,0 45,9594 51,9 14,9905 32,2 11
93,Nb,41,8830 86,1 99,6042 78,1 49,18201 04,3 02
93,Mo,42,8069 81,0 09,7642 75,1 79,27806 300,10541 74
93,Tc,43,12751 73,3 26,4086 50,1 00,37339 401,9313 52
93,Ru,44,10986 83,3 41,5579 99,3 73,*,74 3
93,Rh,45,14084 03,5 11,1999 57,3 78,*,83 3
93,Pd,46,12492 425,3291 301,*,423 2437,425 11529,301
93,Ag,47,17208 641,1024 500,*,566 1694,566 11079,500
94,Br,35,2581 525,13973 500,34951 300,10035 500,8044 527,4857 500
94,Kr,36,5283 09,12 37,15746 51,430 99,25921 55,12 11
94,Rb,37,4014 20,8 09,11715 76,3 23,17806 28,2 52
94,Sr,38,6831 19,7 73,13514 78,8 00,9568 35,1 67
94,Y,39,6195 62,12 28,9554 59,9 89,1806 85,7 57
94,Zr,40,8218 61,0 49,10331 14,10 49,4685 73,3 15
94,Nb,41,7227 54,0 08,6536 00,1 48,13461 45,3 69
94,Mo,42,9678 31,0 23,8490 20,1 49,22311 80,4 28
94,Tc,43,8623 53,4 20,4640 22,4 08,31749 400,13361 07
94,Ru,44,13438 20,3 76,6266 46,3 30,42444 500,7052 91
94,Rh,45,11967 13,4 28,2979 87,3 96,*,39 4
94,Pd,46,15173 300,4379 44,5 03,*,62 6,13 2669
94,Ag,47,14214 566,698 500,*,500 1615,566 11806,499
94,Cd,48,*,641 *,7701 707,*,641,
95,Br,35,4442 423,14257 582,37438 298,7656 499,7817 499,7143 582
95,Kr,36,2882 46,22 22,16048 301,29501 03,18 65,7442 12
95,Rb,37,5400 03,20 31,11832 69,23 59,20894 76,20 25
95,Sr,38,4345 16,6 04,13845 74,6 15,12592 31,5 81
95,Y,39,6928 70,9 31,9652 11,6 98,4812 49,8 47
95,Zr,40,6461 93,0 86,10597 45,6 44,2202 19,9 54
95,Nb,41,8488 51,1 57,6805 91,0 53,8445 65,3 92
95,Mo,42,7369 11,0 09,8631 77,1 49,17745 96,3 03
95,Tc,43,9934 34,6 51,4896 25,5 08,26424 298,11496 53
95,Ru,44,8945 47,10 01,6588 40,10 34,36827 401,10859 17
95,Rh,45,13504 31,5 15,3045 99,5 00,*,91 4
95,Pd,46,11934 95,5 25,4347 26,4 54,*,71 4
95,Ag,47,15259 499,784 298,*,423 153,423 9049,298
95,Cd,48,14562 641,1510 566,*,566 4636,641 13596,500
96,Kr,36,4992 08,27 70,16598 299,32359 17,20 49,5031 301
96,Rb,37,3534 17,20 42,12484 41,18 93,24248 47,3 36
96,Sr,38,5875 92,10 27,14321 63,21 95,15870 72,8 47
96,Y,39,5198 36,9 11,10505 31,8 41,7485 74,7 97
96,Zr,40,7850 22,0 88,11518 97,6 78,641 53,0 14
96,Nb,41,6887 88,0 51,7231 85,0 88,5915 10,10 00
96,Mo,42,9154 33,0 05,9297 59,0 50,12611 47,4 19
96,Tc,43,7871 61,7 23,5398 75,5 15,21310 00,90 23
96,Ru,44,10693 94,9 50,7348 00,5 08,30507 401,8788 75
96,Rh,45,9418 43,10 73,3518 94,13 79,41797 500,13606 68
96,Pd,46,14288 82,5 17,5131 77,5 72,*,01 5
96,Ag,47,12986 311,1834 71,90 13,*,44 90,19 647
96,Cd,48,17014 566,3265 499,*,566 4442,566 9074,501
96,In,49,*,641 *,12960 707,*,641,
97,Kr,36,2415 13,132 01,16549 325,35519 17,130 41,7058 325
97,Rb,37,5236 11,3 86,12728 43,20 58,27086 64,4 66
97,Sr,38,3728 61,9 12,14516 08,4 76,18963 24,3 39
97,Y,39,5856 85,9 05,10486 24,10 80,11103 00,7 88
97,Zr,40,5575 13,0 40,11895 74,6 07,3177 89,2 79
97,Nb,41,8074 28,4 25,7455 90,4 25,3008 22,35 72
97,Mo,42,6821 13,0 16,9230 85,0 19,9738 85,4 85
97,Tc,43,9474 11,6 59,5718 52,4 12,16398 58,110 18
97,Ru,44,8111 50,2 76,7587 89,5 84,25667 298,10611 60
97,Rh,45,10981 15,36 85,3806 15,35 46,35408 402,11571 00
97,Pd,46,9693 75,6 41,5407 09,11 11,*,57 6
97,Ag,47,14385 52,142 26,1931 41,110 19,*,86 110
97,Cd,48,12952 499,3231 311,*,422 3180,499 11295,298
97,In,49,17370 641,1094 566,*,566 2185,641 10866,566
98,Kr,36,4959 325,17545 499,36976 298,4563 422,4324 422,8205 582
98,Rb,37,3921 33,16 20,14234 62,131 40,29155 45,16 84
98,Sr,38,5912 97,4 68,15192 94,3 75,21692 87,3 23
98,Y,39,4244 67,10 38,11002 29,8 62,14137 43,8 62
98,Zr,40,6415 36,8 44,12454 26,10 78,6938 15,10 64
98,Nb,41,5990 14,6 56,7870 91,5 02,349 39,12 91
98,Mo,42,8642 60,0 06,9799 17,4 25,6795 00,4 75
98,Tc,43,7279 10,5 32,6176 49,3 38,13365 79,33 08
98,Ru,44,10175 62,7 03,8289 40,7 66,20588 44,52 20
98,Rh,45,8648 97,37 41,4343 62,12 22,29279 298,13615 97
98,Pd,46,11586 45,6 78,6012 39,35 78,*,55 11
98,Ag,47,10311 89,114 92,2549 54,33 26,*,80 33
98,Cd,48,15254 303,4099 54,121 68,*,03 103,91 3175
98,In,49,14778 499,731 422,*,499 2402,499 11347,422
99,Rb,37,4823 31,16 58,14099 298,31214 20,12 66,7013 16
99,Sr,38,4169 61,5 73,15441 23,16 77,23448 70,4 75
99,Y,39,6426 37,10 32,11515 69,7 37,16678 04,6 69
99,Zr,40,4405 23,13 47,12614 81,13 15,10004 76,10 51
99,Nb,41,6882 06,13 00,8337 60,14 68,3245 96,13 74
99,Mo,42,5925 44,0 15,9734 47,5 01,3787 45,4 99
99,Tc,43,8966 97,3 36,6500 86,0 90,10615 39,6 33
99,Ru,44,7471 84,6 47,8482 15,3 39,17694 26,1 62
99,Rh,45,10477 41,13 66,4645 41,9 31,24205 298,11250 06
99,Pd,46,8932 99,6 88,6296 42,12 91,34239 503,11125 71
99,Ag,47,11717 38,33 50,2680 47,7 86,*,18 7
99,Cd,48,10366 02,51 82,4153 68,32 95,*,53 110
99,In,49,15551 422,1029 303,*,422 939,499 8782,311
99,Sn,50,*,585 *,9956 643,5190 709,13275 643,
0100,Kr,36,4364 566,*,401 3909,566 3867,566 *,
100,Rb,37,3197 24,19 97,14777 401,33550 34,21 13,8775 299
100,Sr,38,5370 82,8 58,15988 73,8 22,26372 12,7 17
100,Y,39,4748 89,12 99,12094 97,12 14,18693 55,11 27
100,Zr,40,6828 14,13 29,13016 58,10 49,12849 95,8 16
100,Nb,41,5533 38,14 42,9465 75,13 19,5793 73,19 81
100,Mo,42,8294 24,0 38,11146 65,12 00,980 25,17 64
100,Tc,43,6764 40,1 00,7339 82,1 34,7882 99,5 18
100,Ru,44,9673 32,0 03,9188 50,0 95,15032 79,1 71
100,Rh,45,8081 14,19 32,5254 72,18 12,21278 15,183 42
100,Pd,46,11101 44,18 33,6920 45,18 86,27929 81,302 03
100,Ag,47,9496 80,8 02,3244 28,7 06,*,82 6
100,Cd,48,12334 79,2 31,4771 09,6 49,*,62 32
100,In,49,11008 350,1670 82,182 53,*,25 189,73 1005
100,Sn,50,17410 586,3196 424,*,424 5229,501 8817,424
0101,Kr,36,2147 643,*,503 *,3987 642,*,
101,Rb,37,4669 201,15082 448,36047 200,6625 448,6330 359,8948 447
101,Sr,38,3575 32,11 10,16366 81,21 32,28195 04,8 49
101,Y,39,5804 92,13 23,12529 07,10 07,21283 59,25 03
101,Zr,40,4859 84,11 65,13127 53,13 94,14792 16,8 35
101,Nb,41,7165 41,8 82,9803 02,8 97,8520 93,6 94
101,Mo,42,5398 24,0 07,11011 52,7 99,1912 18,4 60
101,Tc,43,8394 97,24 04,7440 54,24 00,5010 22,24 49
101,Ru,44,6802 04,0 24,9226 14,1 40,12121 66,1 55
101,Rh,45,9892 61,19 04,5474 00,5 85,18799 196,10923 77
101,Pd,46,8290 67,18 22,7129 98,18 70,25126 51,300 04
101,Ag,47,11267 73,6 96,3410 57,18 29,*,08 6
101,Cd,48,9713 18,2 24,4987 47,5 22,*,82 6
101,In,49,12372 268,1708 196,*,196 3887,202 10099,198
101,Sn,50,11093 97,425 34,3281 62,351 16,*,423 1545
0102,Rb,37,2933 359,15868 585,38598 298,8056 499,5917 499,*
102,Sr,38,4905 71,67 60,16603 211,31406 76,67 58,4798 57
102,Y,39,4183 49,8 18,13137 24,9 41,23399 70,10 03
102,Zr,40,6493 07,12 09,13815 68,11 26,17518 73,8 78
102,Nb,41,5484 37,4 53,10427 56,8 70,10478 77,6 90
102,Mo,42,8117 43,8 32,11963 54,9 12,4337 11,8 33
102,Tc,43,6299 60,25 69,8341 90,9 16,2326 19,12 28
102,Ru,44,9219 64,0 05,10050 81,24 00,9446 75,1 71
102,Rh,45,7442 22,8 67,6114 17,6 40,16088 43,7 87
102,Pd,46,10542 36,4 62,7779 73,5 86,22968 29,100 11
102,Ag,47,8983 63,9 50,4103 53,9 37,*,89 19
102,Cd,48,11894 55,2 23,5614 29,5 12,*,07 5
102,In,49,10152 196,2147 40,4 81,*,52 4,87 4100
102,Sn,50,12700 58,316 27,3610 220,*,89 208,17 1305
0103,Rb,37,3973 499,*,401 6230,643 6308,566 *,
103,Sr,38,3334 207,17004 357,33538 196,6133 280,3689 197,6724 446
103,Y,39,5355 71,11 87,13587 24,68 00,26146 29,14 89
103,Zr,40,4298 94,12 72,13931 13,10 09,19451 84,9 24
103,Nb,41,6795 44,4 69,10729 93,9 61,13003 04,4 52
103,Mo,42,5465 93,12 41,11945 10,9 56,6496 52,9 28
103,Tc,43,8102 31,13 05,8326 78,12 86,198 82,10 63
103,Ru,44,6232 05,0 15,9983 26,9 16,6615 55,1 86
103,Rh,45,9319 71,6 79,6214 24,2 26,13399 12,9 90
103,Pd,46,7625 34,0 77,7962 84,6 45,20484 60,70 66
103,Ag,47,10627 32,9 14,4188 49,4 14,28624 298,11340 25
103,Cd,48,9063 24,2 46,5693 90,8 37,*,56 5
103,In,49,12009 02,10 66,2261 87,9 77,*,67 9
103,Sn,50,10109 02,122 53,3566 68,70 81,*,208 2204
103,Sb,51,*,314 *,14838 423,5969 424,13781 350,
0104,Sr,38,4755 357,17787 499,36244 298,4311 422,3603 359,9332 585
104,Y,39,3678 401,13931 446,28440 401,8806 406,6125 401,5573 448
104,Zr,40,5980 04,13 11,14555 46,14 58,22371 65,9 65
104,Nb,41,4861 66,4 79,11292 65,9 61,15140 34,3 58
104,Mo,42,7460 62,12 82,12610 27,9 75,9045 14,9 02
104,Tc,43,5970 89,26 68,8831 74,26 54,2613 01,25 24
104,Ru,44,8899 86,2 49,10780 81,9 49,4127 33,3 01
104,Rh,45,6998 96,0 08,6981 15,2 26,10776 68,6 22
104,Pd,46,10009 23,1 64,8652 37,2 66,17768 06,5 90
104,Ag,47,8385 08,5 88,4948 23,4 32,25942 83,122 52
104,Cd,48,11388 08,2 46,6454 66,4 43,*,12 8
104,In,49,9621 39,11 22,2820 02,6 05,*,83 6
104,Sn,50,12725 77,70 89,4283 43,11 21,*,64 7
104,Sb,51,11067 322,510 00,100 00,*,07 158,16 5996
0105,Sr,38,2576 585,*,503 5709,643 3961,585 *,
105,Y,39,5278 1395,14453 1370,31019 73,1337 16,6863 1351,5753 00
105,Zr,40,3811 99,15 28,14690 401,24469 76,12 37,7703 65
105,Nb,41,6167 86,4 87,11480 46,10 16,17935 69,4 73
105,Mo,42,5058 49,12 70,12807 10,9 45,11080 75,9 14
105,Tc,43,7857 96,43 14,9229 09,36 37,4780 75,35 56
105,Ru,44,5910 10,0 11,10720 02,24 94,1600 65,2 86
105,Rh,45,8963 21,3 39,7044 50,2 85,8210 67,10 55
105,Pd,46,7094 10,0 70,8747 51,2 57,15079 90,4 13
105,Ag,47,10025 70,6 19,4964 70,4 72,23055 35,22 29
105,Cd,48,8436 78,2 18,6506 36,4 44,31522 33,300 02
105,In,49,11529 22,11 76,2961 16,10 38,*,85 10
105,Sn,50,9782 26,6 98,4444 30,7 01,*,41 10
105,Sb,51,12913 18,124 37,322 59,22 47,*,91 73
105,Te,52,*,86 324,04 *,14078 423,*,78 316
0106,Sr,38,4251 783,*,600 *,3682 721,*,
106,Y,39,2854 1428,14732 711,33723 503,8764 585,6233 540,6798 643
106,Zr,40,5156 57,433 31,14568 60,1405 12,27773 24,433 18
106,Nb,41,4359 12,5 73,12027 59,12 80,20159 27,6 78
106,Mo,42,6868 70,12 86,13507 95,9 99,13773 00,9 21
106,Tc,43,5557 45,37 30,9728 05,15 24,7166 16,12 55
106,Ru,44,8460 05,5 48,11322 11,35 64,808 92,5 34
106,Rh,45,6582 70,5 69,7717 11,5 48,5754 49,13 29
106,Pd,46,9560 96,0 28,9345 26,2 36,12553 84,5 21
106,Ag,47,7942 86,5 44,5813 46,2 83,20469 09,8 04
106,Cd,48,10869 62,1 77,7350 27,4 66,28912 39,100 55
106,In,49,9038 88,15 95,3563 27,12 30,*,05 12
106,Sn,50,12087 01,6 46,5002 09,11 44,*,78 7
106,Sb,51,10529 13,23 06,424 27,8 44,*,56 9
106,Te,52,13479 55,316 42,1493 24,102 88,*,68 158
0107,Sr,38,2181 922,*,700 *,*,,
107,Y,39,4383 711,14863 783,36386 503,6957 711,6606 585,*
107,Zr,40,3901 02,1203 12,15616 1230,29482 82,1122 48,7601 48
107,Nb,41,5591 77,9 00,12462 79,433 22,23139 89,14 48
107,Mo,42,4488 35,12 98,13637 17,10 11,15821 08,9 31
107,Tc,43,7045 01,14 83,9904 36,12 60,9656 76,8 97
107,Ru,44,5610 61,9 94,11375 26,14 83,3127 75,8 83
107,Rh,45,8572 39,13 20,7829 45,13 20,3299 44,16 40
107,Pd,46,6536 43,0 50,9298 98,5 36,9860 41,5 44
107,Ag,47,9535 60,3 56,5788 11,2 33,17753 43,4 78
107,Cd,48,7929 44,1 94,7336 85,3 39,26450 93,70 85
107,In,49,11027 44,16 52,3721 09,11 17,34135 300,11480 38
107,Sn,50,9229 86,7 36,5193 06,13 33,*,15 11
107,Sb,51,12251 26,8 53,588 52,6 57,*,56 5
107,Te,52,10390 90,122 99,1355 00,71 22,*,96 74
107,I,53,*,316 *,14093 424,*,324,
0108,Y,39,3004 780,15686 919,38626 596,8204 846,6177 780,*
108,Zr,40,5045 1192,16278 643,32308 401,5411 643,4781 1395,7096 643
108,Nb,41,3893 27,11 50,12455 05,1122 48,25485 96,16 20
108,Mo,42,6275 70,13 04,14321 10,12 23,18768 26,9 30
108,Tc,43,5244 18,11 79,10660 19,12 73,11683 99,9 06
108,Ru,44,7870 16,11 72,12200 41,11 72,5591 06,8 75
108,Rh,45,6239 34,18 47,8458 18,16 46,911 90,16 45
108,Pd,46,9222 88,1 63,9949 47,12 00,7454 27,5 49
108,Ag,47,7271 41,0 17,6523 09,2 32,15161 43,5 99
108,Cd,48,10333 47,2 01,8134 71,2 63,23470 75,5 53
108,In,49,8626 88,14 09,4418 53,8 80,31470 21,132 54
108,Sn,50,11629 03,7 56,5794 65,12 36,*,00 13
108,Sb,51,9863 41,6 89,1222 07,7 64,*,16 7
108,Te,52,13313 66,71 04,2417 40,6 82,*,43 9
108,I,53,11291 328,600 75,111 91,*,95 166,14 5025
0109,Y,39,3975 919,*,700 6410,989 6454,922 *,
109,Zr,40,2911 643,16185 780,34546 503,6882 711,4724 711,5756 783
109,Nb,41,5215 35,258 62,12625 477,28309 66,258 52,8400 70
109,Mo,42,3981 37,14 49,14409 20,13 89,20940 48,11 24
109,Tc,43,6431 31,12 53,10815 80,13 37,14436 65,9 75
109,Ru,44,5148 37,11 92,12104 59,11 99,7765 92,9 08
109,Rh,45,8039 05,14 55,8627 08,9 57,1490 06,5 66
109,Pd,46,6153 59,0 15,9863 73,14 04,4976 29,8 03
109,Ag,47,9183 98,2 71,6484 19,1 40,12468 45,5 42
109,Cd,48,7323 22,1 83,8186 53,2 84,20788 93,4 64
109,In,49,10441 01,9 42,4526 07,3 90,28817 01,7 81
109,Sn,50,8631 56,9 60,5799 34,11 74,36460 64,300 21
109,Sb,51,11876 96,7 61,1470 01,7 53,*,06 7
109,Te,52,10005 04,6 96,2559 03,7 03,*,65 6
109,I,53,13094 21,132 43,820 20,4 00,*,64 71
109,Xe,54,*,91 327,96 *,13971 424,*,60 316
0110,Zr,40,4765 780,16975 919,37187 596,5122 843,4342 780,8340 919
110,Nb,41,3691 43,877 29,13406 978,30518 78,838 53,9754 929
110,Mo,42,5947 91,26 67,15141 76,259 62,23788 32,24 23
110,Tc,43,4823 05,13 04,11657 49,14 67,16422 79,9 58
110,Ru,44,7405 49,12 11,13078 77,12 65,10275 39,8 93
110,Rh,45,5900 55,18 25,9379 26,19 89,3641 28,21 22
110,Pd,46,8795 75,1 26,10620 42,4 02,2488 92,13 79
110,Ag,47,6809 19,0 10,7139 80,1 40,10007 57,6 10
110,Cd,48,9914 97,1 57,8917 51,1 28,18118 16,6 59
110,In,49,8051 77,12 22,5254 62,11 65,26005 79,51 86
110,Sn,50,11283 12,15 91,6641 44,14 34,33919 36,101 92
110,Sb,51,9270 07,7 95,2108 52,9 94,*,01 8
110,Te,52,12585 74,7 90,3267 80,8 42,*,33 8
110,I,53,10863 00,51 00,37 76,50 74,*,30 50
110,Xe,54,13824 39,316 64,1539 10,101 21,*,79 166
0111,Zr,40,2745 919,*,700 6351,989 4601,919 *,
111,Nb,41,4637 890,13278 667,33429 298,8028 585,7342 499,5932 667
111,Mo,42,3468 49,27 29,14918 82,838 44,26046 13,12 60
111,Tc,43,6061 43,13 72,11771 01,26 43,19190 83,10 68
111,Ru,44,4784 01,12 65,13039 73,13 04,12466 98,9 69
111,Rh,45,7547 08,19 08,9520 85,11 25,6087 59,7 66
111,Pd,46,5726 30,0 40,10446 17,17 80,47 30,5 38
111,Ag,47,8829 46,1 91,7173 51,1 52,7378 71,8 97
111,Cd,48,6975 60,0 17,9083 92,1 28,15664 77,6 44
111,In,49,9993 39,12 04,5333 04,3 41,23438 26,5 86
111,Sn,50,8167 92,14 77,6757 59,12 72,31543 05,86 86
111,Sb,51,11458 32,10 67,2283 72,16 37,38016 196,12504 25
111,Te,52,9428 98,9 19,3426 71,8 77,*,31 8
111,I,53,12560 93,50 78,12 95,8 11,*,41 6
111,Xe,54,10544 23,133 10,1220 33,100 36,*,77 86
111,Cs,55,*,220 *,14060 358,*,236,
0112,Zr,40,4322 989,*,700 *,4254 989,*,
112,Nb,41,3470 422,14003 760,35458 301,9323 667,6783 585,5427 760
112,Mo,42,5595 196,15877 357,28858 196,5557 861,4090 324,5625 540
112,Tc,43,4305 63,11 92,12608 15,13 73,21324 78,6 02
112,Ru,44,6916 86,13 11,13895 17,13 79,14944 04,9 60
112,Rh,45,5498 37,44 60,10235 20,45 14,8258 63,44 29
112,Pd,46,8406 99,6 58,11306 08,9 41,2333 49,6 55
112,Ag,47,6439 59,2 83,7886 80,2 53,4984 75,17 99
112,Cd,48,9393 93,0 28,9648 38,1 44,13007 35,8 39
112,In,49,7669 40,5 45,6026 85,4 25,20926 80,11 09
112,Sn,50,10787 79,5 33,7551 98,3 43,28628 72,8 29
112,Sb,51,8833 55,19 90,2949 35,18 61,35308 69,88 61
112,Te,52,12051 35,10 56,4019 74,12 19,*,03 10
112,I,53,10180 86,11 30,764 82,12 10,*,29 12
112,Xe,54,13702 12,87 09,2361 52,9 55,*,64 51
112,Cs,55,11541 214,816 29,4 07,*,15 133,16 4743
0113,Nb,41,4308 499,13989 806,38257 401,7760 806,7239 718,*
113,Mo,42,3097 358,15505 423,31101 300,7097 423,4684 890,3957 667
113,Tc,43,5623 92,6 45,12637 196,24215 28,16 98,7839 03
113,Ru,44,4308 62,37 95,13898 15,37 28,17175 16,36 88
113,Rh,45,7107 35,44 65,10425 69,11 96,10599 58,7 13
113,Pd,46,5340 85,9 48,11148 56,44 62,4737 04,7 12
113,Ag,47,8514 42,16 82,7994 23,17 88,2609 85,23 93
113,Cd,48,6539 74,0 22,9748 54,2 43,10696 25,27 95
113,In,49,9448 30,4 25,6081 23,0 24,18247 61,8 01
113,Sn,50,7744 39,1 56,7626 97,4 52,26124 51,7 02
113,Sb,51,10889 32,24 77,3050 88,17 19,32652 44,19 21
113,Te,52,8850 84,29 18,4037 04,33 15,38563 299,13200 51
113,I,53,12127 49,13 01,840 97,11 60,*,78 10
113,Xe,54,10248 60,10 74,2429 26,12 32,*,97 8
113,Cs,55,13545 57,87 22,972 84,2 23,*,81 87
113,Ba,56,*,310 *,13747 357,*,315,
0114,Nb,41,2948 643,*,508 9134,862 7036,862 *,
114,Mo,42,5389 423,16585 499,33684 298,5178 422,3933 422,6601 760
114,Tc,43,3860 06,433 16,13400 527,26330 51,433 17,9574 475
114,Ru,44,6425 01,37 05,14699 24,4 88,19793 12,3 56
114,Rh,45,5014 41,71 91,11131 48,80 50,12859 18,71 56
114,Pd,46,7971 17,9 75,12012 38,9 88,7068 78,6 95
114,Ag,47,5975 29,17 26,8628 68,8 31,434 23,22 31
114,Cd,48,9042 97,0 14,10277 08,16 64,8126 36,27 95
114,In,49,7274 00,0 25,6815 49,0 36,15774 149,12715 86
114,Sn,50,10302 91,1 57,8481 58,0 19,23473 83,11 18
114,Sb,51,8150 92,27 79,3457 41,21 89,29814 31,74 38
114,Te,52,11612 86,39 52,4760 57,32 81,35983 14,106 41
114,I,53,9748 149,1738 152,*,149 5655,149 13687,149
114,Xe,54,12953 59,13 10,3255 35,13 75,*,25 15
114,Cs,55,10989 05,71 62,232 39,71 43,*,88 71
114,Ba,56,14193 315,1429 87,103 03,*,66 134,45 1779
0115,Nb,41,4038 711,*,503 *,7320 862,*,
115,Mo,42,3013 499,16650 643,35677 401,6473 566,4389 499,5292 806
115,Tc,43,5791 02,900 46,13802 844,28662 66,789 65,6881 845
115,Ru,44,4039 24,88 56,14878 42,442 09,21894 74,88 50
115,Rh,45,6590 52,71 93,11296 99,8 04,15306 51,7 32
115,Pd,46,5006 76,15 18,12004 73,72 83,9607 45,13 55
115,Ag,47,8123 17,18 83,8780 68,19 54,2020 75,24 30
115,Cd,48,6140 86,0 59,10442 65,4 61,6021 72,27 95
115,In,49,9037 86,0 30,6810 38,0 28,13198 55,28 88
115,Sn,50,7545 43,0 02,8753 00,0 30,21377 09,12 11
115,Sb,51,10578 15,27 09,3732 65,16 03,27304 104,12035 53
115,Te,52,8245 51,39 52,4855 16,35 47,33043 202,13065 02
115,I,53,11613 152,1738 20,40 18,*,04 40,18 6093
115,Xe,54,9642 18,16 48,3149 150,*,57 14,52 3270
115,Cs,55,13089 125,97 103,*,103 5191,103 13010,103
115,Ba,56,11186 225,1627 213,*,200 2134,218 16653,200
0116,Mo,42,4822 641,17435 709,38332 500,4598 709,3875 641,*
116,Tc,43,3207 844,13996 499,31087 298,9062 422,5898 423,5299 499
116,Ru,44,5950 49,88 57,15037 89,789 45,24643 57,3 73
116,Rh,45,4577 61,74 19,11835 36,115 25,17513 63,73 83
116,Pd,46,7476 57,15 26,12890 77,10 14,11694 33,7 13
116,Ag,47,5631 32,18 56,9405 24,13 93,4279 50,6 10
116,Cd,48,8699 32,0 67,11018 80,18 27,3443 52,27 95
116,In,49,6784 72,0 22,7454 24,0 69,10757 51,96 59
116,Sn,50,9563 45,0 09,9278 59,0 10,18479 25,13 04
116,Sb,51,7890 06,16 84,4077 29,5 16,24780 100,14448 38
116,Te,52,11277 52,39 52,5554 53,32 21,30689 202,9938 42
116,I,53,9225 76,100 82,2718 45,100 55,36847 327,15107 14
116,Xe,54,12461 29,17 80,3997 90,31 68,*,150 2936
116,Cs,55,10414 143,675 101,*,101 5025,101 14723,101
116,Ba,56,13631 283,2169 225,*,213 2049,200 13270,200
116,La,57,*,371 *,15971 329,4003 432,16766 312,
0117,Mo,42,2741 707,*,500 5895,709 4082,709 *,
117,Tc,43,4997 499,14171 641,33800 401,7078 566,6289 499,7348 643
117,Ru,44,3492 27,433 16,15323 526,26928 52,433 15,7540 93
117,Rh,45,6232 57,74 36,12117 43,9 64,20045 67,10 14
117,Pd,46,4664 16,10 10,12977 33,74 18,13973 27,7 26
117,Ag,47,7710 68,13 96,9639 35,15 32,6457 53,15 98
