A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
103,Ag,47,19610.0,6.0,11968.0,7.0,1646.0,7.0
103,Cd,48,20957.0,2.0,9797.0,4.0,893.0,5.0
103,In,49,22161.0,7876.0,10.0,345.0,11.0,18454.0
103,Sn,50,22809.0,308.0,5714.0,70.0,533.0,70.0
104,Y,39,9033.0,30935.0,10242.0,17755.0,27745.0,5680.0
104,Zr,40,10278.0,12.0,28142.0,67.0,8328.0,11.0
104,Nb,41,11657.0,3.0,25223.0,4.0,6916.0,11.0
104,Mo,42,12926.0,12.0,23340.0,12.0,6397.0,12.0
104,Tc,43,14073.0,26.0,20776.0,25.0,5130.0,26.0
104,Ru,44,15131.0,2.0,19107.0,8.0,4327.0,2.0
104,Rh,45,16318.0,6.0,16964.0,9.0,3363.0,2.0
104,Pd,46,17634.0,1.0,14866.0,1.0,2592.0,1.0
104,Ag,47,19012.0,9.0,12911.0,7.0,1950.0,18.0
104,Cd,48,20451.0,2.0,10643.0,1.0,1180.0,17.0
104,In,49,21630.0,7.0,8513.0,10.0,469.0,7.0
104,Sn,50,22834.0,100.0,6545.0,5.0,142.0,5.0
105,Y,39,8955.0,1336.0,32240.0,10850.0,18645.0,1336.0
105,Zr,40,9792.0,15.0,28620.0,8564.0,14.0,15872.0
105,Nb,41,11029.0,5.0,26035.0,11.0,7279.0,8.0
105,Mo,42,12519.0,12.0,24099.0,12.0,6596.0,12.0
105,Tc,43,13828.0,36.0,21839.0,35.0,5823.0,35.0
105,Ru,44,14809.0,2.0,19551.0,9.0,4839.0,2.0
105,Rh,45,15962.0,3.0,17825.0,9.0,3931.0,24.0
105,Pd,46,17103.0,1.0,15728.0,1.0,2884.0,1.0
105,Ag,47,18410.0,6.0,13617.0,5.0,2083.0,7.0
105,Cd,48,19824.0,2.0,11454.0,1.0,1326.0,4.0
105,In,49,21150.0,14.0,9415.0,11.0,731.0,11.0
105,Sn,50,22508.0,70.0,7264.0,4.0,73.0,4.0
106,Zr,40,8968.0,433.0,29022.0,8815.0,438.0,17584.0
106,Nb,41,10526.0,4.0,26717.0,7455.0,5.0,13572.0
106,Mo,42,11927.0,12.0,24988.0,13.0,6971.0,12.0
106,Tc,43,13415.0,27.0,22535.0,12.0,5896.0,12.0
106,Ru,44,14370.0,5.0,20551.0,10.0,5182.0,9.0
106,Rh,45,15545.0,5.0,18437.0,25.0,4214.0,10.0
106,Pd,46,16655.0,0.0,16389.0,2.0,3226.0,1.0
106,Ag,47,17968.0,4.0,14560.0,3.0,2583.0,7.0
106,Cd,48,19306.0,2.0,12314.0,0.0,1653.0,1.0
106,In,49,20568.0,13.0,10069.0,12.0,786.0,14.0
106,Sn,50,21869.0,7.0,7963.0,5.0,118.0,5.0
106,Sb,51,23442.0,122.0,4868.0,9.0,1796.0,8.0
107,Zr,40,9057.0,1122.0,30347.0,9382.0,18171.0,1122.0
107,Nb,41,9950.0,8.0,27031.0,1336.0,7691.0,13.0
107,Mo,42,11357.0,12.0,25664.0,15.0,7161.0,13.0
107,Tc,43,12602.0,36.0,23412.0,9.0,6146.0,9.0
107,Ru,44,14070.0,8.0,21103.0,12.0,5326.0,12.0
107,Rh,45,15155.0,12.0,19151.0,37.0,4684.0,15.0
107,Pd,46,16097.0,0.0,17016.0,2.0,3530.0,1.0
107,Ag,47,17478.0,5.0,15133.0,3.0,2799.0,3.0
107,Cd,48,18799.0,2.0,13150.0,1.0,1957.0,1.0
107,In,49,20066.0,15.0,11071.0,12.0,1186.0,11.0
107,Sn,50,21316.0,6.0,8756.0,5.0,285.0,5.0
107,Sb,51,22780.0,22.0,5590.0,11.0,1554.0,10.0
107,Te,52,23870.0,308.0,1779.0,70.0,4008.0,4.0
108,Zr,40,8946.0,31141.0,9672.0,19403.0,29743.0,4299.0
108,Nb,41,9485.0,9.0,28071.0,7907.0,16377.0,12.0
108,Mo,42,10764.0,12.0,26783.0,433.0,7456.0,13.0
108,Tc,43,12289.0,14.0,24297.0,9.0,6528.0,9.0
108,Ru,44,13480.0,9.0,22104.0,12.0,5736.0,12.0
108,Rh,45,14811.0,15.0,19833.0,18.0,4953.0,28.0
108,Pd,46,15759.0,1.0,17778.0,5.0,3853.0,2.0
108,Ag,47,16807.0,3.0,15822.0,5.0,3072.0,3.0
108,Cd,48,18262.0,1.0,13922.0,1.0,2282.0,1.0
108,In,49,19654.0,14.0,11755.0,9.0,1428.0,9.0
108,Sn,50,20858.0,7.0,9515.0,5.0,526.0,5.0
108,Sb,51,22114.0,9.0,6415.0,13.0,1312.0,7.0
108,Te,52,23704.0,100.0,3005.0,7.0,3420.0,7.0
109,Nb,41,9108.0,258.0,28903.0,7844.0,1361.0,17592.0
109,Mo,42,10257.0,14.0,26864.0,1122.0,7626.0,16.0
109,Tc,43,11675.0,12.0,25136.0,12.0,6792.0,10.0
109,Ru,44,13018.0,11.0,22764.0,12.0,5826.0,12.0
109,Rh,45,14278.0,12.0,20827.0,9.0,5134.0,35.0
109,Pd,46,15376.0,1.0,18321.0,8.0,4096.0,2.0
109,Ag,47,16455.0,2.0,16433.0,12.0,3293.0,2.0
109,Cd,48,17656.0,2.0,14709.0,1.0,2511.0,1.0
109,In,49,19067.0,11.0,12660.0,4.0,1843.0,6.0
109,Sn,50,20260.0,9.0,10217.0,8.0,721.0,8.0
109,Sb,51,21740.0,6.0,7264.0,12.0,964.0,11.0
109,Te,52,23318.0,70.0,3781.0,6.0,3197.0,5.0
110,Nb,41,8906.0,838.0,29591.0,8682.0,18724.0,838.0
110,Mo,42,9929.0,25.0,27767.0,8417.0,433.0,15529.0
110,Tc,43,11254.0,12.0,26066.0,12.0,7256.0,10.0
110,Ru,44,12553.0,11.0,23894.0,12.0,6362.0,12.0
110,Rh,45,13939.0,22.0,21483.0,19.0,5477.0,21.0
110,Pd,46,14949.0,1.0,19247.0,8.0,4432.0,5.0
110,Ag,47,15993.0,2.0,17003.0,14.0,3519.0,5.0
110,Cd,48,17238.0,1.0,15401.0,1.0,2865.0,1.0
110,In,49,18492.0,14.0,13441.0,11.0,1952.0,11.0
110,Sn,50,19914.0,14.0,11167.0,13.0,1134.0,13.0
110,Sb,51,21147.0,8.0,7907.0,10.0,733.0,13.0
110,Te,52,22590.0,8.0,4737.0,8.0,2698.0,7.0
110,I,53,23957.0,141.0,2596.0,50.0,3584.0,50.0
111,Mo,42,9416.0,16.0,28325.0,7984.0,1122.0,16845.0
111,Tc,43,10884.0,13.0,26912.0,258.0,7725.0,13.0
111,Ru,44,12189.0,12.0,24697.0,14.0,6658.0,13.0
111,Rh,45,13447.0,7.0,22599.0,11.0,5979.0,11.0
111,Pd,46,14522.0,1.0,19825.0,8.0,4548.0,8.0
111,Ag,47,15638.0,1.0,17793.0,4.0,3776.0,12.0
111,Cd,48,16890.0,1.0,16223.0,1.0,3304.0,1.0
111,In,49,18045.0,2.0,14250.0,3.0,2410.0,4.0
111,Sn,50,19451.0,9.0,12012.0,5.0,1373.0,5.0
111,Sb,51,20728.0,10.0,8925.0,9.0,302.0,14.0
111,Te,52,22014.0,7.0,5535.0,10.0,2499.0,8.0
111,I,53,23423.0,8.0,3280.0,7.0,3274.0,5.0
111,Xe,54,24368.0,312.0,1258.0,86.0,3718.0,50.0
112,Mo,42,9064.0,29156.0,8536.0,18167.0,27193.0,3489.0
112,Tc,43,10367.0,10.0,27526.0,838.0,8138.0,9.0
112,Ru,44,11700.0,12.0,25666.0,26.0,7299.0,13.0
112,Rh,45,13045.0,47.0,23274.0,45.0,6233.0,44.0
112,Pd,46,14133.0,6.0,20826.0,11.0,5085.0,10.0
112,Ag,47,15269.0,2.0,18332.0,17.0,3976.0,14.0
112,Cd,48,16369.0,0.0,16821.0,0.0,3475.0,1.0
112,In,49,17662.0,12.0,15110.0,4.0,2808.0,4.0
112,Sn,50,18955.0,13.0,12885.0,0.0,1827.0,1.0
112,Sb,51,20291.0,18.0,9706.0,21.0,95.0,19.0
112,Te,52,21480.0,10.0,6303.0,16.0,2077.0,9.0
112,I,53,22741.0,51.0,4191.0,11.0,2957.0,11.0
112,Xe,54,24246.0,101.0,2374.0,10.0,3330.0,6.0
113,Mo,42,8693.0,29508.0,8722.0,19378.0,25968.0,4698.0
113,Tc,43,9929.0,11.0,28514.0,8546.0,258.0,15956.0
113,Ru,44,11225.0,37.0,26506.0,38.0,7627.0,38.0
113,Rh,45,12605.0,9.0,24320.0,12.0,6909.0,12.0
113,Pd,46,13747.0,6.0,21383.0,11.0,5277.0,11.0
113,Ag,47,14954.0,16.0,19300.0,18.0,4452.0,17.0
113,Cd,48,15933.0,0.0,17635.0,0.0,3861.0,1.0
113,In,49,17117.0,3.0,15729.0,1.0,3072.0,1.0
113,Sn,50,18532.0,5.0,13653.0,1.0,2248.0,2.0
113,Sb,51,19722.0,19.0,10602.0,17.0,352.0,17.0
113,Te,52,20902.0,28.0,6986.0,28.0,1858.0,29.0
113,I,53,22308.0,9.0,4860.0,11.0,2706.0,9.0
113,Xe,54,23950.0,86.0,3194.0,9.0,3086.0,7.0
114,Tc,43,9483.0,433.0,28904.0,8715.0,943.0,17110.0
114,Ru,44,10733.0,10.0,27336.0,8104.0,24.0,13269.0
114,Rh,45,12121.0,84.0,25029.0,71.0,7101.0,72.0
114,Pd,46,13312.0,9.0,22438.0,11.0,5843.0,11.0
114,Ag,47,14489.0,5.0,19777.0,44.0,4527.0,18.0
114,Cd,48,15582.0,0.0,18271.0,6.0,4108.0,0.0
114,In,49,16722.0,4.0,16564.0,2.0,3537.0,1.0
114,Sn,50,18047.0,0.0,14562.0,0.0,2636.0,0.0
114,Sb,51,19040.0,28.0,11084.0,22.0,451.0,24.0
114,Te,52,20463.0,29.0,7811.0,27.0,1528.0,31.0
114,I,53,21876.0,5775.0,2229.0,18114.0,4332.0,18664.0
114,Xe,54,23202.0,13.0,4096.0,13.0,2719.0,12.0
114,Cs,55,24534.0,112.0,2196.0,71.0,3357.0,50.0
115,Tc,43,9651.0,789.0,30387.0,9869.0,17909.0,789.0
115,Ru,44,10464.0,95.0,28278.0,8674.0,89.0,14236.0
115,Rh,45,11604.0,10.0,25996.0,8.0,7630.0,12.0
115,Pd,46,12977.0,15.0,23136.0,39.0,6066.0,16.0
115,Ag,47,14098.0,24.0,20793.0,19.0,5103.0,19.0
115,Cd,48,15183.0,0.0,19071.0,6.0,4523.0,0.0
115,In,49,16311.0,0.0,17087.0,16.0,3745.0,1.0
115,Sn,50,17848.0,1.0,15568.0,0.0,3206.0,0.0
115,Sb,51,18729.0,23.0,12214.0,16.0,1036.0,16.0
115,Te,52,19858.0,39.0,8312.0,27.0,1450.0,28.0
115,I,53,21360.0,29.0,6498.0,33.0,2074.0,30.0
115,Xe,54,22595.0,13.0,4887.0,30.0,2505.0,13.0
116,Tc,43,8998.0,30646.0,9607.0,19280.0,27391.0,6663.0
116,Ru,44,9989.0,5.0,28840.0,9030.0,15762.0,8.0
116,Rh,45,11168.0,102.0,26713.0,439.0,7902.0,74.0
116,Pd,46,12483.0,9.0,24187.0,7.0,6625.0,11.0
116,Ag,47,13754.0,5.0,21409.0,71.0,5236.0,44.0
116,Cd,48,14840.0,0.0,19799.0,6.0,4815.0,6.0
116,In,49,15822.0,0.0,17896.0,4.0,4090.0,2.0
116,Sn,50,17108.0,0.0,16088.0,0.0,3376.0,0.0
116,Sb,51,18468.0,22.0,12830.0,5.0,1256.0,6.0
116,Te,52,19523.0,39.0,9287.0,27.0,961.0,27.0
116,I,53,20839.0,7573.0,99.0,1681.0,98.0,15450.0
116,Xe,54,22103.0,17.0,5736.0,30.0,2095.0,15.0
116,Cs,55,23503.0,3824.0,2596.0,21397.0,7006.0,21094.0
117,Ru,44,9442.0,442.0,29319.0,9425.0,16934.0,433.0
117,Rh,45,10810.0,11.0,27155.0,789.0,8510.0,9.0
117,Pd,46,12140.0,15.0,24812.0,88.0,6981.0,37.0
117,Ag,47,13341.0,22.0,22530.0,15.0,5839.0,15.0
117,Cd,48,14476.0,1.0,20569.0,13.0,5252.0,7.0
117,In,49,15549.0,4.0,18538.0,18.0,4341.0,17.0
117,Sn,50,16506.0,0.0,16891.0,0.0,3779.0,0.0
117,Sb,51,17778.0,18.0,13681.0,8.0,1697.0,8.0
117,Te,52,19175.0,31.0,9639.0,13.0,807.0,13.0
117,I,53,20240.0,38.0,8010.0,30.0,1555.0,31.0
117,Xe,54,21671.0,15.0,6700.0,29.0,1736.0,29.0
117,Cs,55,22936.0,4733.0,68.0,2201.0,62.0,20022.0
118,Ru,44,9334.0,30338.0,9878.0,18129.0,28379.0,3566.0
118,Rh,45,10293.0,77.0,28010.0,8712.0,433.0,14666.0
118,Pd,46,11699.0,7.0,25897.0,4.0,7591.0,4.0
118,Ag,47,13153.0,4.0,23395.0,73.0,6268.0,71.0
118,Cd,48,14131.0,20.0,21447.0,21.0,5635.0,21.0
118,In,49,15121.0,7.0,19263.0,8.0,4722.0,9.0
118,Sn,50,16269.0,0.0,17518.0,0.0,4062.0,0.0
118,Sb,51,17316.0,5.0,14324.0,3.0,1851.0,3.0
118,Te,52,18570.0,33.0,10748.0,18.0,438.0,18.0
118,I,53,19621.0,98.0,8726.0,20.0,1100.0,29.0
118,Xe,54,21174.0,16.0,7388.0,29.0,1384.0,29.0
118,Cs,55,22509.0,5495.0,97.0,1962.0,18849.0,4737.0
119,Ru,44,9217.0,30972.0,10240.0,18844.0,27223.0,4252.0
119,Rh,45,10068.0,12.0,29019.0,8927.0,789.0,15822.0
119,Pd,46,11126.0,10.0,26495.0,433.0,7643.0,88.0
119,Ag,47,12606.0,20.0,24326.0,17.0,6840.0,16.0
119,Cd,48,13701.0,37.0,22130.0,38.0,5975.0,40.0
119,In,49,14898.0,5.0,20095.0,15.0,5141.0,19.0
119,Sn,50,15809.0,0.0,18224.0,1.0,4405.0,0.0
119,Sb,51,16977.0,11.0,15109.0,9.0,2362.0,7.0
119,Te,52,18228.0,15.0,11361.0,7.0,427.0,7.0
119,I,53,19472.0,38.0,9703.0,29.0,812.0,32.0
119,Xe,54,20751.0,14.0,8276.0,16.0,843.0,29.0
119,Cs,55,21954.0,63.0,6446.0,29.0,1607.0,32.0
119,Ba,56,23274.0,320.0,4982.0,200.0,1641.0,200.0
120,Rh,45,10070.0,29603.0,9784.0,16837.0,25733.0,4522.0
120,Pd,46,11033.0,3.0,27598.0,8636.0,4.0,13677.0
120,Ag,47,12240.0,5.0,25341.0,24.0,7340.0,73.0
120,Cd,48,13398.0,20.0,23146.0,4.0,6550.0,8.0
120,In,49,14642.0,40.0,20752.0,40.0,5610.0,40.0
120,Sn,50,15588.0,1.0,18974.0,20.0,4810.0,0.0
120,Sb,51,16564.0,7.0,15767.0,10.0,2592.0,7.0
120,Te,52,17814.0,18.0,12293.0,3.0,266.0,3.0
120,I,53,18924.0,25.0,10334.0,15.0,644.0,16.0
120,Xe,54,20236.0,15.0,9053.0,21.0,671.0,30.0
120,Cs,55,21621.0,16.0,7495.0,22.0,1178.0,97.0
120,Ba,56,22677.0,5387.0,300.0,1733.0,300.0,19288.0
121,Rh,45,9569.0,619.0,30457.0,10293.0,18152.0,619.0
121,Pd,46,10917.0,8.0,28196.0,9117.0,433.0,14891.0
121,Ag,47,11899.0,19.0,26157.0,15.0,7930.0,15.0
121,Cd,48,13239.0,37.0,24243.0,8.0,7074.0,7.0
121,In,49,14279.0,28.0,21768.0,31.0,6078.0,30.0
121,Sn,50,15274.0,1.0,19798.0,37.0,5203.0,1.0
121,Sb,51,16268.0,8.0,16478.0,7.0,3082.0,5.0
121,Te,52,17506.0,27.0,13058.0,25.0,572.0,25.0
121,I,53,18628.0,28.0,11355.0,9.0,36.0,9.0
121,Xe,54,19829.0,14.0,9877.0,12.0,189.0,16.0
121,Cs,55,20939.0,19.0,7914.0,31.0,908.0,29.0
121,Ba,56,22297.0,245.0,6528.0,142.0,1015.0,142.0
121,La,57,23543.0,4463.0,1878.0,20769.0,4409.0,20661.0
122,Rh,45,9408.0,31140.0,10715.0,19026.0,27589.0,6031.0
122,Pd,46,10478.0,19.0,29182.0,9781.0,15996.0,19.0
122,Ag,47,11597.0,38.0,26870.0,8643.0,45.0,12466.0
122,Cd,48,12797.0,4.0,24910.0,3.0,7648.0,3.0
122,In,49,13987.0,64.0,22499.0,50.0,6443.0,50.0
122,Sn,50,14985.0,2.0,20561.0,4.0,5664.0,20.0
122,Sb,51,16060.0,7.0,17184.0,40.0,3532.0,8.0
122,Te,52,17089.0,2.0,13794.0,1.0,1086.0,1.0
122,I,53,18470.0,16.0,12240.0,8.0,509.0,6.0
122,Xe,54,19325.0,16.0,10564.0,11.0,83.0,21.0
122,Cs,55,20398.0,35.0,8969.0,37.0,401.0,39.0
122,Ba,56,21862.0,301.0,7014.0,30.0,1045.0,29.0
122,La,57,23116.0,5233.0,1441.0,19764.0,5270.0,19925.0
123,Pd,46,10390.0,789.0,29961.0,10290.0,16984.0,789.0
123,Ag,47,11287.0,33.0,27875.0,620.0,9150.0,32.0
123,Cd,48,12482.0,3.0,25809.0,4.0,8431.0,8.0
123,In,49,13737.0,33.0,23605.0,23.0,7209.0,24.0
123,Sn,50,14761.0,2.0,21320.0,3.0,6264.0,37.0
123,Sb,51,15766.0,2.0,17966.0,27.0,3949.0,7.0
123,Te,52,16769.0,25.0,14552.0,1.0,1532.0,1.0
123,I,53,17834.0,6.0,12921.0,4.0,894.0,8.0
123,Xe,54,18910.0,14.0,11281.0,27.0,492.0,12.0
123,Cs,55,20083.0,18.0,9370.0,13.0,296.0,30.0
123,Ba,56,21052.0,142.0,7751.0,15.0,714.0,15.0
123,La,57,22603.0,6127.0,1229.0,18421.0,2205.0,18849.0
124,Pd,46,9916.0,30818.0,10803.0,18312.0,28599.0,3087.0
124,Ag,47,11236.0,254.0,28698.0,9811.0,14670.0,253.0
124,Cd,48,12231.0,3.0,26663.0,19.0,8846.0,3.0
124,In,49,13440.0,58.0,24342.0,48.0,7643.0,30.0
124,Sn,50,14435.0,2.0,22199.0,2.0,6701.0,3.0
124,Sb,51,15427.0,2.0,18625.0,50.0,4316.0,40.0
124,Te,52,16353.0,0.0,15161.0,2.0,1851.0,1.0
124,I,53,17427.0,5.0,13608.0,2.0,1372.0,7.0
124,Xe,54,18449.0,11.0,11924.0,2.0,718.0,3.0
124,Cs,55,19729.0,34.0,10228.0,9.0,403.0,17.0
124,Ba,56,20623.0,30.0,8312.0,16.0,657.0,17.0
124,La,57,21858.0,6691.0,65.0,1205.0,57.0,17108.0
124,Ce,58,23185.0,4885.0,1548.0,20390.0,3450.0,22757.0
125,Pd,46,9833.0,31618.0,11498.0,19228.0,27448.0,4009.0
125,Ag,47,11114.0,434.0,29738.0,10694.0,755.0,15956.0
125,Cd,48,12076.0,3.0,27496.0,789.0,9590.0,4.0
125,In,49,13189.0,33.0,25506.0,40.0,8498.0,29.0
125,Sn,50,14222.0,2.0,23060.0,2.0,7247.0,2.0
125,Sb,51,15174.0,2.0,19403.0,19.0,4845.0,27.0
125,Te,52,15993.0,0.0,15784.0,2.0,2250.0,1.0
125,I,53,17036.0,3.0,14191.0,0.0,1661.0,2.0
125,Xe,54,18087.0,9.0,12599.0,2.0,1072.0,25.0
125,Cs,55,19186.0,14.0,10722.0,8.0,261.0,9.0
125,Ba,56,20156.0,16.0,8998.0,14.0,387.0,15.0
125,La,57,21251.0,7293.0,28.0,917.0,29.0,15820.0
125,Ce,58,22514.0,5581.0,1662.0,19058.0,5143.0,21578.0
126,Ag,47,10623.0,30369.0,11025.0,17093.0,25969.0,4596.0
126,Cd,48,11697.0,3.0,28445.0,10065.0,19.0,13758.0
126,In,49,13045.0,40.0,26150.0,252.0,9091.0,46.0
126,Sn,50,13923.0,10.0,23891.0,10.0,7827.0,10.0
126,Sb,51,14915.0,31.0,20100.0,44.0,5245.0,59.0
126,Te,52,15682.0,0.0,16409.0,1.0,2548.0,2.0
126,I,53,16688.0,4.0,14869.0,3.0,2000.0,4.0
126,Xe,54,17628.0,3.0,13199.0,3.0,1257.0,3.0
126,Cs,55,18762.0,13.0,11563.0,10.0,695.0,11.0
126,Ba,56,19722.0,17.0,9586.0,12.0,260.0,16.0
126,La,57,20857.0,106.0,7820.0,90.0,746.0,96.0
126,Ce,58,22047.0,6308.0,30.0,1363.0,39.0,17828.0
126,Pr,59,23315.0,4643.0,1795.0,20974.0,6147.0,20796.0
127,Ag,47,10063.0,31018.0,11505.0,18456.0,28429.0,5745.0
127,Cd,48,11541.0,12.0,29206.0,10742.0,789.0,14723.0
127,In,49,12562.0,34.0,26954.0,433.0,9773.0,37.0
127,Sn,50,13717.0,10.0,24700.0,10.0,8481.0,10.0
127,Sb,51,14585.0,5.0,20800.0,27.0,5694.0,20.0
127,Te,52,15401.0,0.0,16963.0,1.0,2890.0,2.0
127,I,53,16289.0,3.0,15305.0,4.0,2184.0,3.0
127,Xe,54,17270.0,4.0,13876.0,4.0,1574.0,4.0
127,Cs,55,18294.0,9.0,11980.0,5.0,721.0,6.0
127,Ba,56,19291.0,15.0,10202.0,11.0,5.0,14.0
127,La,57,20279.0,36.0,8386.0,27.0,722.0,28.0
127,Ce,58,21464.0,6888.0,30.0,1250.0,31.0,16444.0
127,Pr,59,22746.0,5362.0,1683.0,19757.0,3141.0,19622.0
128,Ag,47,10082.0,31898.0,12155.0,19526.0,27879.0,6056.0
128,Cd,48,11127.0,7.0,29960.0,11277.0,16120.0,19.0
128,In,49,12515.0,155.0,28044.0,10370.0,294.0,10484.0
128,Sn,50,13489.0,20.0,25683.0,17.0,9085.0,17.0
128,Sb,51,14379.0,37.0,21435.0,33.0,6185.0,36.0
128,Te,52,15071.0,1.0,17556.0,10.0,3184.0,1.0
128,I,53,15970.0,2.0,15923.0,31.0,2543.0,3.0
128,Xe,54,16855.0,3.0,14372.0,1.0,1759.0,1.0
128,Cs,55,17723.0,11.0,12598.0,6.0,990.0,5.0
128,Ba,56,18851.0,13.0,10809.0,6.0,141.0,5.0
128,La,57,19794.0,105.0,8852.0,55.0,680.0,55.0
128,Ce,58,20855.0,39.0,7441.0,30.0,1130.0,30.0
128,Pr,59,22150.0,5935.0,95.0,1502.0,64.0,18545.0
128,Nd,60,23464.0,4072.0,2177.0,21644.0,4376.0,23599.0
129,Cd,48,10453.0,20.0,30456.0,11363.0,17532.0,24.0
129,In,49,12084.0,21.0,28976.0,10742.0,433.0,11791.0
129,Sn,50,13262.0,19.0,26421.0,21.0,9667.0,17.0
129,Sb,51,14072.0,21.0,22311.0,29.0,6577.0,34.0
129,Te,52,14865.0,1.0,18111.0,10.0,3533.0,1.0
129,I,53,15665.0,4.0,16385.0,6.0,2675.0,4.0
129,Xe,54,16517.0,4.0,14992.0,1.0,2098.0,1.0
129,Cs,55,17401.0,7.0,13093.0,5.0,1086.0,4.0
129,Ba,56,18387.0,15.0,11319.0,11.0,294.0,10.0
129,La,57,19571.0,33.0,9662.0,22.0,338.0,22.0
129,Ce,58,20450.0,40.0,8047.0,30.0,956.0,30.0
129,Pr,59,21373.0,6455.0,39.0,1561.0,39.0,16893.0
129,Nd,60,22922.0,4914.0,1918.0,20315.0,5930.0,22601.0
130,Cd,48,10018.0,23.0,31206.0,11683.0,19014.0,22.0
130,In,49,11879.0,158.0,29841.0,11628.0,12402.0,40.0
130,Sn,50,12912.0,17.0,27468.0,7.0,10300.0,3.0
130,Sb,51,13798.0,23.0,22717.0,154.0,6937.0,30.0
130,Te,52,14501.0,0.0,18568.0,17.0,3762.0,10.0
130,I,53,15340.0,4.0,16883.0,19.0,2967.0,31.0
130,Xe,54,16162.0,1.0,15464.0,0.0,2240.0,1.0
130,Cs,55,17110.0,9.0,13738.0,9.0,1413.0,9.0
130,Ba,56,18025.0,2.0,11979.0,2.0,539.0,4.0
130,La,57,19144.0,60.0,10273.0,26.0,298.0,27.0
130,Ce,58,20031.0,39.0,8622.0,28.0,822.0,30.0
130,Pr,59,20987.0,70.0,7127.0,84.0,1373.0,111.0
130,Nd,60,22425.0,5640.0,39.0,1799.0,39.0,19090.0
130,Pm,61,23753.0,3643.0,2503.0,21713.0,7089.0,21467.0
131,Cd,48,8303.0,103.0,32187.0,10464.0,22045.0,102.0
131,In,49,11329.0,3.0,30623.0,12010.0,13956.0,3.0
131,Sn,50,12816.0,17.0,28784.0,17.0,10942.0,12.0
131,Sb,51,13494.0,21.0,23721.0,3.0,7510.0,21.0
131,Te,52,14348.0,0.0,19198.0,17.0,4165.0,10.0
131,I,53,15078.0,3.0,17391.0,21.0,3168.0,5.0
131,Xe,54,15860.0,0.0,15986.0,0.0,2556.0,1.0
131,Cs,55,16702.0,6.0,14129.0,5.0,1499.0,6.0
131,Ba,56,17763.0,10.0,12565.0,2.0,787.0,4.0
131,La,57,18587.0,35.0,10847.0,28.0,45.0,28.0
131,Ce,58,19563.0,43.0,9223.0,34.0,684.0,34.0
131,Pr,59,20669.0,55.0,7554.0,51.0,1170.0,53.0
131,Nd,60,21596.0,6058.0,39.0,1786.0,39.0,17635.0
131,Pm,61,22922.0,4465.0,2458.0,20390.0,4226.0,20225.0
132,In,49,8670.0,71.0,31292.0,10216.0,17223.0,60.0
132,Sn,50,12556.0,2.0,30006.0,22.0,11729.0,7.0
132,Sb,51,13492.0,14.0,24330.0,38.0,7914.0,153.0
132,Te,52,13977.0,3.0,19633.0,3.0,4251.0,18.0
132,I,53,14909.0,5.0,17995.0,14.0,3498.0,19.0
132,Xe,54,15541.0,0.0,16503.0,0.0,2710.0,0.0
132,Cs,55,16395.0,8.0,14794.0,3.0,1838.0,3.0
132,Ba,56,17316.0,2.0,13132.0,1.0,999.0,1.0
132,La,57,18238.0,44.0,11401.0,37.0,216.0,36.0
132,Ce,58,19190.0,34.0,9787.0,20.0,482.0,20.0
132,Pr,59,20194.0,70.0,8178.0,38.0,973.0,61.0
132,Nd,60,20972.0,36.0,6580.0,36.0,1683.0,36.0
132,Pm,61,22374.0,5030.0,2278.0,19427.0,5384.0,19566.0
133,In,49,5581.0,31662.0,7909.0,21460.0,30963.0,11011.0
133,Sn,50,9751.0,4.0,30232.0,102.0,10240.0,16.0
133,Sb,51,13084.0,3.0,25476.0,4.0,8510.0,4.0
133,Te,52,13868.0,2.0,20250.0,4.0,4771.0,17.0
133,I,53,14558.0,6.0,18454.0,6.0,3653.0,22.0
133,Xe,54,15372.0,2.0,17010.0,2.0,3063.0,2.0
133,Cs,55,16154.0,4.0,15206.0,0.0,1988.0,3.0
133,Ba,56,17012.0,2.0,13718.0,0.0,1282.0,0.0
133,La,57,17867.0,39.0,12013.0,28.0,420.0,28.0
133,Ce,58,18852.0,36.0,10312.0,16.0,220.0,19.0
133,Pr,59,19779.0,48.0,8746.0,30.0,962.0,24.0
133,Nd,60,20706.0,54.0,7201.0,56.0,1530.0,54.0
133,Pm,61,21890.0,5684.0,68.0,1941.0,58.0,18172.0
133,Sm,62,23241.0,4041.0,2659.0,21371.0,6906.0,23102.0
134,Sn,50,6029.0,3.0,30748.0,7741.0,22.0,16099.0
134,Sb,51,10527.0,3.0,26186.0,60.0,6562.0,38.0
134,Te,52,13488.0,4.0,20565.0,3.0,4826.0,3.0
134,I,53,14482.0,6.0,18986.0,5.0,4182.0,15.0
134,Xe,54,14989.0,0.0,17515.0,3.0,3197.0,0.0
134,Cs,55,15881.0,1.0,15765.0,4.0,2379.0,3.0
134,Ba,56,16657.0,1.0,14248.0,0.0,1494.0,0.0
134,La,57,17637.0,41.0,12643.0,19.0,743.0,21.0
134,Ce,58,18504.0,28.0,10975.0,20.0,3.0,20.0
134,Pr,59,19443.0,35.0,9382.0,41.0,674.0,32.0
134,Nd,60,20363.0,26.0,7753.0,23.0,1351.0,30.0
134,Pm,61,21254.0,6089.0,64.0,2011.0,86.0,16811.0
